,track_id,track_title,artist_name,album_title,track_duration,track_genre,track_bit_rate,track_listens,track_comments,artist_location,album_date_released,album_type,album_tracks
93610,137347,Persistance au-delà des rêves,Berthelot,Imaginarium,664,Experimental,320000,244,0,France,2014-10-20,Album,8
93615,137356,NAMAEWANAINAMAEGANAI,Urban Predator,NAMAEWANAINAMAEGANAI,153,Rock,160000,6601,0,"Ibaraki, Japan",2013-01-01,Album,1
93616,137357,Rota 1,Launay,Champs de cohérence 1: La trilogie de la rota,953,Experimental,320000,82,0,France,2014-06-14,Album,4
93617,137358,Rota 2,Launay,Champs de cohérence 1: La trilogie de la rota,898,Experimental,320000,56,0,France,2014-06-14,Album,4
93618,137359,Rota 3,Launay,Champs de cohérence 1: La trilogie de la rota,899,Experimental,320000,74,0,France,2014-06-14,Album,4
93619,137360,Roue Céleste,Launay,Champs de cohérence 1: La trilogie de la rota,1270,Experimental,320000,106,0,France,2014-06-14,Album,4
93620,137361,Brisée,Launay,Champs de cohérence 2: Les prodroformes,872,Experimental,320000,89,0,France,2014-12-15,Album,8
93621,137362,Radiante,Launay,Champs de cohérence 2: Les prodroformes,732,Experimental,320000,141,0,France,2014-12-15,Album,8
93622,137368,Modulaire,Launay,Champs de cohérence 2: Les prodroformes,872,Experimental,320000,262,0,France,2014-12-15,Album,8
93623,137369,L'antiforme Hexida,Launay,Champs de cohérence 2: Les prodroformes,1036,Experimental,320000,357,0,France,2014-12-15,Album,8
93634,137390,renegades,beat.dowsing,rising.current,253,Electronic,320000,1558,0,"Palm Beach, Florida",2014-12-19,Album,11
93635,137391,non.time,beat.dowsing,rising.current,303,Electronic,320000,1236,0,"Palm Beach, Florida",2014-12-19,Album,11
93636,137392,goodbye,beat.dowsing,rising.current,359,Electronic,320000,1623,0,"Palm Beach, Florida",2014-12-19,Album,11
93637,137393,one becomes two,beat.dowsing,rising.current,318,Electronic,320000,1405,0,"Palm Beach, Florida",2014-12-19,Album,11
93638,137394,it's up to you,beat.dowsing,rising.current,433,Electronic,320000,1773,0,"Palm Beach, Florida",2014-12-19,Album,11
93639,137395,bird.tribe,beat.dowsing,rising.current,273,Electronic,320000,1712,0,"Palm Beach, Florida",2014-12-19,Album,11
93640,137396,heatwave,beat.dowsing,rising.current,234,Electronic,320000,1906,0,"Palm Beach, Florida",2014-12-19,Album,11
93641,137397,forbidden.territory,beat.dowsing,rising.current,285,Electronic,320000,1770,0,"Palm Beach, Florida",2014-12-19,Album,11
93642,137398,undeniable.sequence,beat.dowsing,rising.current,214,Electronic,320000,1779,0,"Palm Beach, Florida",2014-12-19,Album,11
93643,137399,rising.current,beat.dowsing,rising.current,270,Electronic,320000,2316,0,"Palm Beach, Florida",2014-12-19,Album,11
93644,137400,microscope,beat.dowsing,rising.current,351,Electronic,320000,2818,0,"Palm Beach, Florida",2014-12-19,Album,11
93671,137427,Digital Nation (edit),Aerologic,Aerologic,306,Electronic,256000,2651,0,"Wales, UK.",2016-05-16,Album,10
93672,137428,Renaissance (edit),Aerologic,Aerologic,422,Electronic,256000,1726,0,"Wales, UK.",2016-05-16,Album,10
93673,137429,Renegade (edit),Aerologic,Aerologic,317,Electronic,256000,1761,0,"Wales, UK.",2016-05-16,Album,10
93674,137430,Jangle (edit),Aerologic,Aerologic,284,Electronic,256000,1890,0,"Wales, UK.",2016-05-16,Album,10
93675,137431,Polar (remix featuring JMD),Aerologic,Aerologic,397,Electronic,256000,1984,0,"Wales, UK.",2016-05-16,Album,10
93676,137432,Escapade (edit),Aerologic,Aerologic,219,Electronic,256000,2164,0,"Wales, UK.",2016-05-16,Album,10
93677,137433,Transformation,Aerologic,Aerologic,379,Electronic,256000,2740,0,"Wales, UK.",2016-05-16,Album,10
93678,137434,R2D2 (edit),Aerologic,Aerologic,279,Electronic,256000,3061,0,"Wales, UK.",2016-05-16,Album,10
93679,137435,Neurotic (remix featuring Redmann),Aerologic,Aerologic,452,Electronic,256000,2563,0,"Wales, UK.",2016-05-16,Album,10
93680,137436,Why Not (remix featuring Excelsior),Aerologic,Aerologic,317,Electronic,256000,3557,0,"Wales, UK.",2016-05-16,Album,10
93713,137474,Wehwalt - Méandres (Live),Wehwalt,Méandres,2033,Experimental,320000,100,0,"Nantes-la chapelle/erdre-, Pays de la Loire, FR",2012-10-01,Album,4
93714,137475,Zreen Toyz - Dans les labyrinthes infinis,Zreen Toyz,Méandres,870,Experimental,320000,108,0,France,2012-10-01,Album,4
93715,137476,Wehwalt & Zreen Toyz - Méandres de jour,Wehwalt & Zreen Toyz,Méandres,460,Experimental,320000,96,0,France,2012-10-01,Album,4
93716,137477,Wehwalt & Zreen Toyz - Méandres de nuit,Wehwalt & Zreen Toyz,Méandres,440,Experimental,320000,143,0,France,2012-10-01,Album,4
93717,137478,Weird Cerebration Of A Twisted Brain,Zreen Toyz,Mental Fragments,372,Experimental,320000,85,0,France,2016-05-18,Album,14
93718,137479,Eternal Ame No Ukihashi,Zreen Toyz,Mental Fragments,419,Experimental,320000,57,0,France,2016-05-18,Album,14
93719,137480,Heap Of Confused Thoughts,Zreen Toyz,Mental Fragments,563,Experimental,320000,62,0,France,2016-05-18,Album,14
93720,137481,Lost In Sewers,Zreen Toyz,Mental Fragments,437,Experimental,320000,86,0,France,2016-05-18,Album,14
93721,137482,Small Nightmare Between Friends,Zreen Toyz,Mental Fragments,400,Experimental,320000,121,0,France,2016-05-18,Album,14
93722,137483,The Deep Sewers Labyrinth,Zreen Toyz,Mental Fragments,416,Experimental,320000,89,0,France,2016-05-18,Album,14
93723,137484,An Egg In The Piano Lost In The Box Of Nails,Zreen Toyz,Mental Fragments,486,Experimental,320000,1011,0,France,2016-05-18,Album,14
93724,137485,Elektrik Korridor,Zreen Toyz,Mental Fragments,390,Experimental,320000,89,0,France,2016-05-18,Album,14
93725,137486,Cyclic Exchanges In Cerebral Hemispheres,Zreen Toyz,Mental Fragments,480,Experimental,320000,74,0,France,2016-05-18,Album,14
93726,137487,The Far East Point Of View,Zreen Toyz,Mental Fragments,200,Experimental,320000,111,0,France,2016-05-18,Album,14
93727,137488,A Quiet Hotel In Pripyat,Zreen Toyz,Mental Fragments,428,Experimental,320000,194,0,France,2016-05-18,Album,14
93728,137489,Zreen Toyz & Ars Sonor - Beyond The Dark Fear,Zreen Toyz,Mental Fragments,345,Experimental,320000,275,0,France,2016-05-18,Album,14
93729,137490,Diluted Concrete Paranoia,Zreen Toyz,Mental Fragments,273,Experimental,320000,154,0,France,2016-05-18,Album,14
93730,137491,Impromptu de cordages,Zreen Toyz,Mental Fragments,273,Experimental,320000,228,0,France,2016-05-18,Album,14
93796,137573,Conception holarchique ouverte sur un vide absolu,Berthelot & Launay,Synchronicité des holons,844,Experimental,320000,206,0,France,2016-05-20,Album,4
93797,137574,Des particules adamantines dans le processus d'ascension,Berthelot & Launay,Synchronicité des holons,919,Experimental,320000,124,0,France,2016-05-20,Album,4
93798,137575,Structures existentielles au point d'équilibre chaotique,Berthelot & Launay,Synchronicité des holons,888,Experimental,320000,122,0,France,2016-05-20,Album,4
93799,137576,L’image inverse de la lumière sur le voile d'un liquide inconsistant,Berthelot & Launay,Synchronicité des holons,847,Experimental,320000,203,0,France,2016-05-20,Album,4
93800,137577,Horus,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,51,Rock,248301,932,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93801,137578,Handicap Volcano,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,185,Rock,253457,478,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93802,137579,Can't You Feel Me Rockin'? (2006),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,146,Rock,244286,800,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93803,137580,"Sourpuss, the Larceny Owl",Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,129,Rock,251164,341,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93804,137581,Dradle of Ruth!,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,90,Rock,258406,436,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93805,137582,Pushing the President's Horse Down the Waterslide,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,158,Rock,258123,616,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93806,137583,Jagermonster,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,109,Rock,237054,797,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93807,137584,Rock n' Roll (2006),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,201,Rock,252256,1396,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93808,137585,Blunted,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,186,Rock,249565,833,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93809,137586,Bootleggin' Octopus,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,304,Rock,261975,766,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93810,137587,Quadruple Amputee Manicure,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,162,Rock,251109,762,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93811,137588,Fetus Hat,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,208,Rock,308487,1174,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93812,137589,Osiris,Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,66,Rock,239340,1542,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93813,137590,Dawn Leather (2015),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,218,Rock,273293,1018,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93814,137591,Flight of the Grizzly (2015),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,151,Rock,263103,1656,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93815,137592,Paris Hilton (2015),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,197,Rock,320000,2151,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93816,137593,Rock n' Roll (2008),Dyslexic Fudgicle,Dyslexic Fudgicle - 2015 Release,160,Rock,266481,4637,0,"Massachusetts/Rhode Island, U.S.A.",2015-01-01,Album,17
93847,137624,You Can't Kill Me,The Sun Through A Telescope,I Die Smiling,350,Rock,266558,2939,0,"Ottawa, Canada",2013-01-01,Album,9
93848,137625,Everyday Is Like Black Hole Svnday,The Sun Through A Telescope,I Die Smiling,256,Rock,273879,1248,0,"Ottawa, Canada",2013-01-01,Album,9
93849,137627,I Die Smiling,The Sun Through A Telescope,I Die Smiling,497,Rock,273268,2277,0,"Ottawa, Canada",2013-01-01,Album,9
93850,137629,"It, Still",The Sun Through A Telescope,I Die Smiling,386,Rock,204251,1821,0,"Ottawa, Canada",2013-01-01,Album,9
93851,137630,The Bitten,The Sun Through A Telescope,I Die Smiling,327,Rock,269903,2657,0,"Ottawa, Canada",2013-01-01,Album,9
93852,137631,It's Cold But I'm Warm,The Sun Through A Telescope,I Die Smiling,272,Rock,157780,2883,0,"Ottawa, Canada",2013-01-01,Album,9
93853,137632,Mr. Yawning Infinity Chasm/SuperInfinity,The Sun Through A Telescope,I Die Smiling,400,Rock,273735,4262,0,"Ottawa, Canada",2013-01-01,Album,9
93883,137666,Electronic Colloquium,Zreen Toyz,Hypnosis Rustle,349,Experimental,320000,525,0,France,1974-10-01,Album,7
93884,137667,Hypnosis Bows,Zreen Toyz,Hypnosis Rustle,600,Experimental,320000,98,0,France,1974-10-01,Album,7
93885,137668,Orchestral Rustle,Zreen Toyz,Hypnosis Rustle,390,Experimental,320000,318,0,France,1974-10-01,Album,7
93886,137669,Walking Of Velocipedes,Zreen Toyz,Hypnosis Rustle,324,Experimental,320000,143,0,France,1974-10-01,Album,7
93887,137670,Fog Of Thoughts,Zreen Toyz,Hypnosis Rustle,526,Experimental,320000,117,0,France,1974-10-01,Album,7
93888,137671,Mechanical Gossip,Zreen Toyz,Hypnosis Rustle,477,Experimental,320000,152,0,France,1974-10-01,Album,7
93889,137672,Angular Swamp,Zreen Toyz,Hypnosis Rustle,525,Experimental,320000,130,0,France,1974-10-01,Album,7
93935,137726,Security,First Catatonic Ensemble,EP,206,Rock,320000,885,0,"Bologna, Italy",2011-01-01,Album,4
93936,137727,Felipe,First Catatonic Ensemble,EP,160,Rock,320000,633,0,"Bologna, Italy",2011-01-01,Album,4
93937,137728,Hipsterism,First Catatonic Ensemble,EP,343,Rock,320000,1136,0,"Bologna, Italy",2011-01-01,Album,4
93938,137729,Gangeri,First Catatonic Ensemble,EP,369,Rock,320000,1504,0,"Bologna, Italy",2011-01-01,Album,4
94062,137873,vetronova,Vetronova,S/T,408,Rock,192000,695,0,Italy,2010-01-01,Album,4
94063,137874,turismo,Vetronova,S/T,280,Rock,192000,740,0,Italy,2010-01-01,Album,4
94064,137876,odea,Vetronova,S/T,322,Rock,192000,938,0,Italy,2010-01-01,Album,4
94065,137877,movimenti per strada,Vetronova,S/T,627,Rock,192000,1371,0,Italy,2010-01-01,Album,4
94105,137928,Jessica 92,Chafouin,ça suffa comme çi,173,Rock,267549,448,0,France,2016-03-11,Album,14
94106,137929,02 - Funky cocotte,Chafouin,ça suffa comme çi,174,Rock,255214,1029,0,France,2016-03-11,Album,14
94107,137930,La magie,Chafouin,ça suffa comme çi,143,Rock,272320,195,0,France,2016-03-11,Album,14
94108,137931,Le temps,Chafouin,ça suffa comme çi,170,Rock,265825,210,0,France,2016-03-11,Album,14
94109,137932,Massicote moi ça,Chafouin,ça suffa comme çi,99,Rock,275491,157,0,France,2016-03-11,Album,14
94110,137933,Extreme noise terror 2,Chafouin,ça suffa comme çi,124,Rock,277624,844,0,France,2016-03-11,Album,14
94111,137934,Je suis Jésuis,Chafouin,ça suffa comme çi,115,Rock,275874,257,0,France,2016-03-11,Album,14
94112,137935,Epic n' roll,Chafouin,ça suffa comme çi,127,Rock,285000,3407,0,France,2016-03-11,Album,14
94113,137936,Ouais bon ...,Chafouin,ça suffa comme çi,117,Rock,268761,247,0,France,2016-03-11,Album,14
94114,137937,Bad bad dance on the floor,Chafouin,ça suffa comme çi,142,Rock,271393,635,0,France,2016-03-11,Album,14
94115,137938,Axa assurance,Chafouin,ça suffa comme çi,181,Rock,271922,289,0,France,2016-03-11,Album,14
94116,137939,La gorge,Chafouin,ça suffa comme çi,136,Rock,279177,705,0,France,2016-03-11,Album,14
94117,137940,John Charpentier,Chafouin,ça suffa comme çi,161,Rock,254160,479,0,France,2016-03-11,Album,14
94118,137941,La Pitch on the bad,Chafouin,ça suffa comme çi,155,Rock,252048,962,0,France,2016-03-11,Album,14
94119,137942,Quite Like Me,CRTVTR,Streamo,373,Rock,260481,633,0,Genova (Italy),2016-02-29,Album,7
94120,137943,Dog Bones / Canossa,CRTVTR,Streamo,294,Rock,257510,448,0,Genova (Italy),2016-02-29,Album,7
94121,137944,I Could Be Her,CRTVTR,Streamo,350,Rock,261063,490,0,Genova (Italy),2016-02-29,Album,7
94122,137945,Wait!,CRTVTR,Streamo,430,Rock,254590,565,0,Genova (Italy),2016-02-29,Album,7
94123,137946,Untold,CRTVTR,Streamo,215,Rock,258804,498,0,Genova (Italy),2016-02-29,Album,7
94124,137947,Soil Guerilla,CRTVTR,Streamo,265,Rock,264998,574,0,Genova (Italy),2016-02-29,Album,7
94125,137948,A.M.,CRTVTR,Streamo,313,Rock,261121,746,0,Genova (Italy),2016-02-29,Album,7
94126,137949,To Care,CRTVTR,We need time EP,323,Rock,232756,747,0,Genova (Italy),2009-10-01,Album,4
94127,137950,Old Lovers,CRTVTR,We need time EP,231,Rock,234145,1230,0,Genova (Italy),2009-10-01,Album,4
94128,137951,We Need Time,CRTVTR,We need time EP,329,Rock,233440,1147,0,Genova (Italy),2009-10-01,Album,4
94129,137952,O My Hungry Self,CRTVTR,We need time EP,388,Rock,241177,1726,0,Genova (Italy),2009-10-01,Album,4
94163,137988,Le voilier en papier mâché,Unique Comme Tout le Monde,EP,156,Folk,240071,466,0,"Montreal, Québec",2016-02-09,Album,3
94164,137989,Avec mes couleurs,Unique Comme Tout le Monde,EP,256,Folk,242586,527,0,"Montreal, Québec",2016-02-09,Album,3
94165,137990,L'amour ailleurs,Unique Comme Tout le Monde,EP,199,Folk,250103,774,0,"Montreal, Québec",2016-02-09,Album,3
94166,137991,BOREAS,The Great Cold,The Great Cold,314,Rock,261993,988,0,"Marburg, Germany",2016-02-21,Album,8
94167,137992,OREAD,The Great Cold,The Great Cold,388,Rock,265516,842,0,"Marburg, Germany",2016-02-21,Album,8
94168,137993,CHIONE,The Great Cold,The Great Cold,105,Rock,213006,896,0,"Marburg, Germany",2016-02-21,Album,8
94169,137994,AURAI,The Great Cold,The Great Cold,305,Rock,258609,1057,0,"Marburg, Germany",2016-02-21,Album,8
94170,137995,ORPHNE,The Great Cold,The Great Cold,433,Rock,255957,1209,0,"Marburg, Germany",2016-02-21,Album,8
94171,137996,ASTERIAI,The Great Cold,The Great Cold,302,Rock,256003,1279,0,"Marburg, Germany",2016-02-21,Album,8
94172,137997,NEPHELAI,The Great Cold,The Great Cold,249,Rock,244909,1974,0,"Marburg, Germany",2016-02-21,Album,8
94173,137998,EOS,The Great Cold,The Great Cold,332,Rock,252628,3491,0,"Marburg, Germany",2016-02-21,Album,8
94174,137999,Kenji Siratori - Digital Animal Structure Part 1,Kenji Siratori,Digital Animal Structure,689,Experimental,320000,204,0,"Tokyo, Japan",2011-01-01,Album,3
94175,138000,Kenji Siratori - Digital Animal Structure Part 2,Kenji Siratori,Digital Animal Structure,732,Experimental,320000,213,0,"Tokyo, Japan",2011-01-01,Album,3
94176,138001,Kenji Siratori - Digital Animal Structure Part 3,Kenji Siratori,Digital Animal Structure,708,Experimental,320000,402,0,"Tokyo, Japan",2011-01-01,Album,3
94181,138007,Topsy's revenge,Jardin de la Croix,187 Steps to cross the Universe,466,Rock,274100,1335,0,"Spain, Madrid",2013-02-21,Album,5
94182,138008,Colorado springs,Jardin de la Croix,187 Steps to cross the Universe,437,Rock,268511,1401,0,"Spain, Madrid",2013-02-21,Album,5
94183,138009,Talking with planets,Jardin de la Croix,187 Steps to cross the Universe,602,Rock,261474,1634,0,"Spain, Madrid",2013-02-21,Album,5
94184,138010,Man made lightning,Jardin de la Croix,187 Steps to cross the Universe,438,Rock,268375,2605,0,"Spain, Madrid",2013-02-21,Album,5
94189,138015,Come Undone,Pierce,Real faker,198,Folk,233886,1300,0,"Seattle, Washington",2015-09-11,Album,3
94190,138016,If I Were You feat. Thompson,Pierce,Real faker,203,Folk,245742,1187,0,"Seattle, Washington",2015-09-11,Album,3
94191,138017,Sober Trip,Pierce,Real faker,224,Folk,244095,2035,0,"Seattle, Washington",2015-09-11,Album,3
94192,138018,No Ones Trophy,Christian Flanders,Keepsake,123,Instrumental,150380,2905,0,"Los Angeles, California",2015-03-28,Album,9
94193,138019,Asleep,Christian Flanders,Keepsake,68,Instrumental,177556,2914,0,"Los Angeles, California",2015-03-28,Album,9
94194,138020,Dream Prelude,Christian Flanders,Keepsake,144,Instrumental,257549,3151,0,"Los Angeles, California",2015-03-28,Album,9
94195,138021,Evelyn's Dream,Christian Flanders,Keepsake,144,Instrumental,255431,3254,0,"Los Angeles, California",2015-03-28,Album,9
94196,138022,Bruises,Christian Flanders,Keepsake,337,Instrumental,205484,2877,0,"Los Angeles, California",2015-03-28,Album,9
94197,138023,Silas,Christian Flanders,Keepsake,79,Instrumental,180563,3226,0,"Los Angeles, California",2015-03-28,Album,9
94198,138024,Her Tragedy,Christian Flanders,Keepsake,120,Instrumental,246410,3733,0,"Los Angeles, California",2015-03-28,Album,9
94199,138025,Escape,Christian Flanders,Keepsake,118,Instrumental,229152,5627,0,"Los Angeles, California",2015-03-28,Album,9
94200,138026,Black Hole (Remix),Christian Flanders,Keepsake,209,Instrumental,259893,5894,0,"Los Angeles, California",2015-03-28,Album,9
94205,138038,Breaking Up,Massage,Lydia EP,165,Pop,255286,2226,0,"Los Angeles, California",2016-02-16,Album,4
94206,138039,Cleaners,Massage,Lydia EP,124,Pop,240206,2215,0,"Los Angeles, California",2016-02-16,Album,4
94207,138040,Seventeen,Massage,Lydia EP,112,Pop,267401,3076,0,"Los Angeles, California",2016-02-16,Album,4
94208,138041,Lydia,Massage,Lydia EP,207,Pop,278825,2875,1,"Los Angeles, California",2016-02-16,Album,4
94209,138042,31/12/00,Taulard,Les abords du lycée,182,Rock,255961,1039,0,"Grenoble, France",2014-04-22,Album,12
94210,138043,Les abords du lycée,Taulard,Les abords du lycée,155,Rock,262776,356,0,"Grenoble, France",2014-04-22,Album,12
94211,138044,Ville portuaire,Taulard,Les abords du lycée,162,Rock,256629,610,0,"Grenoble, France",2014-04-22,Album,12
94212,138045,Dans mes tempes,Taulard,Les abords du lycée,91,Rock,256582,1007,0,"Grenoble, France",2014-04-22,Album,12
94213,138046,Les dangers du stop,Taulard,Les abords du lycée,137,Rock,252224,780,0,"Grenoble, France",2014-04-22,Album,12
94214,138047,Dans la roche,Taulard,Les abords du lycée,168,Rock,264792,809,0,"Grenoble, France",2014-04-22,Album,12
94215,138048,Pourquoi suis-je allé au Boom?,Taulard,Les abords du lycée,131,Rock,266558,770,0,"Grenoble, France",2014-04-22,Album,12
94216,138049,Impasse,Taulard,Les abords du lycée,152,Rock,262108,1309,0,"Grenoble, France",2014-04-22,Album,12
94217,138050,Je les suis,Taulard,Les abords du lycée,125,Rock,256256,1464,0,"Grenoble, France",2014-04-22,Album,12
94218,138051,Retour à phalanstère,Taulard,Les abords du lycée,79,Rock,258544,1303,0,"Grenoble, France",2014-04-22,Album,12
94219,138052,Se sortir d'un faux pas,Taulard,Les abords du lycée,211,Rock,253905,2198,0,"Grenoble, France",2014-04-22,Album,12
94220,138053,La nature se déchaîne,Taulard,Les abords du lycée,82,Rock,254996,5684,0,"Grenoble, France",2014-04-22,Album,12
94221,138054,Illeson,Every Now and Every Then,Bergwald Bergwald,480,Rock,273228,1743,0,"Sayreville, New Jersey",2015-08-15,Album,8
94222,138055,Hurted,Every Now and Every Then,Bergwald Bergwald,146,Rock,252569,1006,0,"Sayreville, New Jersey",2015-08-15,Album,8
94223,138056,URMY,Every Now and Every Then,Bergwald Bergwald,213,Rock,254584,951,0,"Sayreville, New Jersey",2015-08-15,Album,8
94224,138057,Turtle Talk,Every Now and Every Then,Bergwald Bergwald,179,Rock,267962,1338,0,"Sayreville, New Jersey",2015-08-15,Album,8
94225,138058,The Flicker Beneath my Eyelids,Every Now and Every Then,Bergwald Bergwald,165,Rock,263276,1194,0,"Sayreville, New Jersey",2015-08-15,Album,8
94226,138059,Skeleton Me,Every Now and Every Then,Bergwald Bergwald,183,Rock,263617,1517,0,"Sayreville, New Jersey",2015-08-15,Album,8
94227,138060,One Knife,Every Now and Every Then,Bergwald Bergwald,160,Rock,249877,2315,0,"Sayreville, New Jersey",2015-08-15,Album,8
94228,138061,Bergwald Bergwald,Every Now and Every Then,Bergwald Bergwald,216,Rock,253972,2483,0,"Sayreville, New Jersey",2015-08-15,Album,8
94229,138062,Dark Angel,Black Flamingo,Winter sun,298,Pop,264855,1970,0,"Los Angeles, California",2013-11-04,Album,10
94230,138063,Winter Sun,Black Flamingo,Winter sun,284,Pop,256883,1186,0,"Los Angeles, California",2013-11-04,Album,10
94231,138064,Down,Black Flamingo,Winter sun,257,Pop,266997,1008,0,"Los Angeles, California",2013-11-04,Album,10
94232,138065,Zombie,Black Flamingo,Winter sun,273,Pop,266529,1442,0,"Los Angeles, California",2013-11-04,Album,10
94233,138066,Drifting,Black Flamingo,Winter sun,208,Pop,262147,1390,0,"Los Angeles, California",2013-11-04,Album,10
94234,138067,Electric Lady,Black Flamingo,Winter sun,208,Pop,273377,2280,0,"Los Angeles, California",2013-11-04,Album,10
94235,138068,Heavy Life,Black Flamingo,Winter sun,221,Pop,270994,1746,0,"Los Angeles, California",2013-11-04,Album,10
94236,138069,Places,Black Flamingo,Winter sun,250,Pop,266711,2159,0,"Los Angeles, California",2013-11-04,Album,10
94237,138070,Together,Black Flamingo,Winter sun,243,Pop,245452,3193,0,"Los Angeles, California",2013-11-04,Album,10
94238,138071,Black Bird,Black Flamingo,Winter sun,235,Pop,265565,4867,1,"Los Angeles, California",2013-11-04,Album,10
94251,138084,Wehwalt & Zreen Toyz - Transformation du songe en réalité,Wehwalt & Zreen Toyz,Métamorphoses,1201,Experimental,320000,82,0,France,2013-01-13,Album,4
94252,138085,Zreen Toyz - Métamorphoses polymorphes,Wehwalt & Zreen Toyz,Métamorphoses,611,Experimental,320000,35,0,France,2013-01-13,Album,4
94253,138086,Wehwalt - Métamorphose d'un nuage en paysage infundibuliforme,Wehwalt & Zreen Toyz,Métamorphoses,663,Experimental,320000,54,0,France,2013-01-13,Album,4
94254,138087,Zreen Toyz & Wehwalt - Alpha et Oméga morphose,Wehwalt & Zreen Toyz,Métamorphoses,715,Experimental,320000,148,0,France,2013-01-13,Album,4
94341,138183,"Usually, What?",Layne Garrett,Reportage,1742,Experimental,320000,533,0,washington dc,2016-05-30,Album,4
94342,138184,Two Minds/Leavin',Layne Garrett,Reportage,1821,Experimental,320000,153,0,washington dc,2016-05-30,Album,4
94360,138203,Dumbo gets drunk,23 And Beyond The Infinite,Faces From The Ancient Gallery,152,Rock,320000,1801,0,Italy,2014-01-01,Album,9
94361,138204,Days of dirty mirrors,23 And Beyond The Infinite,Faces From The Ancient Gallery,178,Rock,320000,1345,0,Italy,2014-01-01,Album,9
94362,138205,Nobody's in the river,23 And Beyond The Infinite,Faces From The Ancient Gallery,262,Rock,320000,1507,0,Italy,2014-01-01,Album,9
94363,138206,It isn't over,23 And Beyond The Infinite,Faces From The Ancient Gallery,242,Rock,320000,1838,2,Italy,2014-01-01,Album,9
94364,138207,Dancing the light,23 And Beyond The Infinite,Faces From The Ancient Gallery,191,Rock,320000,2414,0,Italy,2014-01-01,Album,9
94365,138208,Talkin' with...,23 And Beyond The Infinite,Faces From The Ancient Gallery,244,Rock,320000,1844,0,Italy,2014-01-01,Album,9
94366,138209,Ariel and the rejected angels,23 And Beyond The Infinite,Faces From The Ancient Gallery,188,Rock,320000,2079,0,Italy,2014-01-01,Album,9
94367,138210,Child sad eyes,23 And Beyond The Infinite,Faces From The Ancient Gallery,358,Rock,320000,5583,0,Italy,2014-01-01,Album,9
94368,138211,Sons of cornucopia,23 And Beyond The Infinite,Faces From The Ancient Gallery,333,Rock,320000,4946,0,Italy,2014-01-01,Album,9
94409,138256,"Rock, Paper, Scissors, Shoot",Metek & Zreen Toyz,A Complex Brain In Confused Adventures,518,Experimental,320000,1209,0,France - Sweden,2012-10-26,Album,8
94410,138257,Fractured Sounds,Metek & Zreen Toyz,A Complex Brain In Confused Adventures,428,Experimental,320000,176,0,France - Sweden,2012-10-26,Album,8
94411,138258,Where are you ?,Metek & Zreen Toyz,A Complex Brain In Confused Adventures,534,Experimental,320000,273,0,France - Sweden,2012-10-26,Album,8
94412,138259,A Devastating Wish,Metek & Zreen Toyz,A Complex Brain In Confused Adventures,664,Experimental,320000,192,0,France - Sweden,2012-10-26,Album,8
94413,138260,Rising Terror,Metek & Zreen Toyz,A Complex Brain In Confused Adventures,511,Experimental,320000,784,0,France - Sweden,2012-10-26,Album,8
94414,138261,Fire,Metek & Zreen Toyz,A Complex Brain In Confused Adventures,1047,Experimental,320000,629,0,France - Sweden,2012-10-26,Album,8
